scene,run,ate_rmse,ate_legacy_ordered_rmse,length_ratio,end_error,max_error,max_error_frame_id,lat_p95,along_p95,first25_rmse,mid50_rmse,last25_rmse
scene_11_train,2026-05-26-10-21-31-No-LC,1.7957484163687691,1.7957484163687691,1.049072016379435,2.4800135551463365,3.2122083718819905,0,0.5838912246318964,2.629245101083458,2.3767947153784723,1.0515031683103655,2.244633278417494
scene_13_train,2026-05-24-21-29-22-No-LC,1.5537227982197697,1.5537227982197697,0.9765943335470166,3.068901101179015,3.068901101179015,148,0.13372006574542805,2.6376055915603143,1.463943411178735,0.9692857564576479,2.3556997120244816
scene_14_train,2026-05-26-10-42-07-No-LC,3.1301268577235994,3.1301268577235994,0.9765229882619705,4.344431911021882,4.409972434396136,285,0.3030090017521506,4.2680707769444775,3.7053549968422708,2.3759438078043282,3.76403524487397
scene_16_train,2026-05-26-11-04-50-No-LC,2.759439711778718,2.759439711778718,0.9544526677243784,3.3286782091282086,5.375950521504029,1,0.7404471354667198,4.908844329311911,4.09112717598455,1.54354758423778,3.026278148670621
scene_17_train,2026-05-26-11-19-38-No-LC,2.3424345146857806,2.3424345146857806,0.9881757890699758,4.207468307915174,4.22045401029423,233,1.314745232196836,3.4902893823628545,1.9946475882228916,1.765339171302,3.4221292014302453
scene_19_train,2026-05-26-12-16-56-No-LC,2.6567715675907233,2.6567715675907233,1.0390662347238566,6.056900344203608,6.056900344203608,288,0.08639264672085159,4.952699092027409,3.028248363788138,1.2353722940926453,3.9860410156034893
